# source_page	target	reason	branch	measure
# page-map v2 - GENERATED by page-structure-advice.py v1.3.0, agent-reviewed 2026-08-28 (Korrekturen: pagecontent-Korpus (PR #41) = authoritative Port des Simplifier-Baums -> Baum-Manteldokumentseiten RETIRED-superseded; Profil-Baumseiten -> Intro-Notes mit KORREKTEN Artefakt-IDs (hpo-assessment statt VS, clinical-impression, genetic/clinical-diagnosis, bodymassindex, therapieempfehlung); WHR-Seite RETIRED (Profil in Quelle auskommentiert); information-model -> uml-diagrams (Override); Case-Diagramme werden aus Images/ restauriert). Gate-B-Review ausstehend.
# branch: spec 9e routing branch 1-4; 5 = RETIRED (superseded / kein Inhalt / Artefakt nicht im Build).
marfan-example-annotations.md	input/pagecontent/marfan-example-annotations.md	cross-cutting narrative - own page (pages:-nested unter examples)	4	bewusste eigene Seite der Quelle 2026.0.1; Case-Diagramm aus Images/ restauriert
references.md	input/pagecontent/implementer-guidance.md	semantic home per references/routing-table.tsv	3	semantic match 'referenzen' -> implementer-guidance (routing-table)
release-notes.md	input/pagecontent/changes.md	semantic home per references/routing-table.tsv	3	semantic match 'releasenotes' -> changes (routing-table)
MIIIGModulSeltene/Index.page.md	RETIRED	superseded: identischer Inhalt als index.md portiert (PR #41)	5	pagecontent-Port ist authoritative (Quelle 2026.0.1)
MIIIGModulSeltene/Release-Notes.page.md	RETIRED	superseded: als release-notes.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Beschreibung-Modul.page.md	RETIRED	superseded: als module-description.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Kontext-im-Gesamtprojekt-Bezuege-zu-anderen-Modulen.page.md	RETIRED	superseded: als context.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Referenzen.page.md	RETIRED	superseded: als references.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Anwendungsfaelle-Informationsmodell/Index.page.md	RETIRED	Seite ist in der Quelle absichtlich leer ('Diese Seite wurde absichtlich leer gelassen.')	5	8 Woerter, kein Inhalt
MIIIGModulSeltene/Anwendungsfaelle-Informationsmodell/Beschreibung-von-Szenarien-fuer-die-Anwendung-des-Moduls-SE.page.md	RETIRED	superseded: als scenarios.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Anwendungsfaelle-Informationsmodell/Datensaetze-inkl.-Beschreibungen.page.md	RETIRED	superseded: als datasets.md portiert (PR #41; {{tree:LogicalModel}}-Direktive entfaellt, LM disabled)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Anwendungsfaelle-Informationsmodell/UML.page.md	RETIRED	superseded: als information-model.md portiert (PR #41; Bild lokal in input/images)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Technische-Implementierung/Index.page.md	input/pagecontent/implementer-guidance.md	merge: 49-Woerter-Implementierungspunkte (Orphanet/HPO-Kodierung) sind NICHT im Port enthalten	3	uniquer Inhalt, semantisch Implementierer-Guidance
MIIIGModulSeltene/Technische-Implementierung/Terminologien.page.md	RETIRED	superseded: als terminology.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Technische-Implementierung/CapabilityStatement.page.md	RETIRED	superseded: als capability.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Index.page.md	RETIRED	superseded: identischer Text als profiles-overview.md portiert (PR #41)	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/Index.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	4 children, Familienueberschrift Anamnese und Diagnostik
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/Symptom-Condition.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-symptom-condition-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert (fsh-generated)
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/HPO-Phaenotypisierung-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-hpo-assessment-intro.md	content about one artefact - its intro note (agent-korrigiert: Profil, nicht ValueSet)	1	Artefakt-ID verifiziert: mii-pr-seltene-hpo-assessment
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/Untersuchung-ClinicalImpression.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-clinical-impression-intro.md	content about one artefact - its intro note (agent-korrigiert)	1	Artefakt-ID verifiziert: mii-pr-seltene-clinical-impression
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/Diagnose/Index.page.md	input/pagecontent/profiles.md	subsection of the family overview AnamneseUndDiagnostik	2	Familienueberschrift Diagnose
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/Diagnose/SE-Diagnose-genetisch-Condition.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-genetic-diagnosis-intro.md	content about one artefact - its intro note (agent-korrigiert)	1	Artefakt-ID verifiziert: mii-pr-seltene-genetic-diagnosis
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/AnamneseUndDiagnostik/Diagnose/SE-Diagnose-klinisch-Condition.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-clinical-diagnosis-intro.md	content about one artefact - its intro note (agent-korrigiert)	1	Artefakt-ID verifiziert: mii-pr-seltene-clinical-diagnosis
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Index.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	Familienueberschrift Messbefunde
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Body-Mass-Index-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-bodymassindex-intro.md	content about one artefact - its intro note (agent-korrigiert)	1	Artefakt-ID verifiziert: mii-pr-seltene-bodymassindex
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Blutgruppe-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-blutgruppe-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Kopfumfang-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-kopfumfang-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Taillenumfang-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-taillenumfang-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Hueftumfang-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-hueftumfang-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Messbefunde/Waist-to-Hip-Ratio.page.md	RETIRED	Profil mii-pr-seltene-waist-to-hip-ratio ist in der Quelle vollstaendig auskommentiert (/* */) und nicht im Build - Seite dokumentiert ein nicht implementiertes Profil ('bisher nicht implementiert')	5	①-Entscheid: Reaktivierung des Profils waere Inhaltsaenderung, keine Migration
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Familienanamnese/Index.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	Familienueberschrift Familienanamnese (1 Kind)
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Familienanamnese/Familienanamnese-FamilyMemberHistory.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-familienanamnese-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Index.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page (agent-korrigiert von eigener Seite)	2	Familienueberschrift Therapie und Forschung
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Therapie/Index.page.md	input/pagecontent/profiles.md	subsection of the family overview TherapieUndForschung	2	Familienueberschrift Therapie
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Therapie/Therapieplan.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-therapieplan-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Therapie/Therapieempfehlung-Medikamentoes.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-therapieempfehlung-intro.md	content about one artefact - its intro note (agent-korrigiert: MedicationRequest-Profil mii-pr-seltene-therapieempfehlung, NICHT nicht-medikamentoes)	1	Artefakt-ID verifiziert: mii-pr-seltene-therapieempfehlung
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Therapie/Therapieempfehlung-Nicht-Medikamentoes.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-therapieempfehlung-nicht-medikamentoes-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Therapie/Therapieempfehlung-Kombination.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-therapieempfehlung-kombination-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Therapie/Therapie-Durchgefuehrt-NARSE.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-therapie-durchgefuehrt-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Studie/Index.page.md	input/pagecontent/profiles.md	subsection of the family overview TherapieUndForschung (agent-korrigiert von eigener Seite)	2	Familienueberschrift Studie (inkl. Abgrenzung Modul Forschungsvorhaben)
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/TherapieUndForschung/Studie/Studieneinschluss-Anfrage.page.md	input/intro-notes/StructureDefinition-mii-pr-seltene-studieneinschluss-anfrage-intro.md	content about one artefact - its intro note	1	Artefakt-ID verifiziert
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Beispiele-fuer-Seltene-Erkrankungen/Index.page.md	input/pagecontent/examples.md	merge: Einleitungs-Prosa der Fallbeispiele auf die Examples-Seite	3	146 Woerter Einleitung, nicht im Port enthalten
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Beispiele-fuer-Seltene-Erkrankungen/Spinale-Muskelatrophie-SMA.page.md	RETIRED	superseded: als sma-example-annotations.md portiert (PR #41); Case-Diagramm wird aus Images/ nach input/images restauriert	5	pagecontent-Port ist authoritative
MIIIGModulSeltene/Technische-Implementierung/FHIR-Profile/Beispiele-fuer-Seltene-Erkrankungen/Marfan-Syndrom.page.md	RETIRED	superseded: als marfan-example-annotations.md portiert (PR #41); Case-Diagramm wird aus Images/ nach input/images restauriert	5	pagecontent-Port ist authoritative
